filename,ssim,psnr,status
EES0423319__X18__Y3F__P012.jpg,0.955426,25.191618,ok
EES0423319__X1B__Y03__P013.jpg,0.881526,24.235063,ok
EES0423319__X1B__Y06__P014.jpg,0.621640,17.189800,ok
EES0423319__X1E__Y03__P015.jpg,0.927771,22.429666,ok
EES0423319__X21__Y03__P016.jpg,0.882849,21.501360,ok
EES0423319__X21__Y42__P017.jpg,0.919378,25.625701,ok
EES0423319__X24__Y03__P018.jpg,0.916004,24.363735,ok
EES0423319__X24__Y42__P019.jpg,0.853508,23.161117,ok
EES0423319__X2A__Y06__P020.jpg,0.935053,22.477044,ok
EES0423319__X2D__Y06__P021.jpg,0.957558,23.893009,ok
EES0423319__X48__Y06__P022.jpg,0.955851,23.741389,ok
EES0423319__X48__Y09__P023.jpg,0.959557,25.719929,ok
EES0423319__X48__Y0C__P024.jpg,0.958561,24.441614,ok
EES0423319__X48__Y0F__P025.jpg,0.960518,23.699952,ok
EES0423320__X48__Y12__P001.jpg,0.960021,23.745118,ok
EES0423320__X48__Y15__P002.jpg,0.959513,23.759813,ok
EES0423320__X48__Y18__P003.jpg,0.960729,24.156551,ok
EES0423320__X48__Y1B__P004.jpg,0.953449,26.987441,ok
EES0423320__X48__Y1E__P005.jpg,0.957101,27.346478,ok
EES0423320__X48__Y21__P006.jpg,0.958679,23.885747,ok
EES0423320__X48__Y24__P007.jpg,0.942089,28.101255,ok
EES0423320__X48__Y2A__P008.jpg,0.953487,24.658517,ok
EES0423320__X48__Y2D__P009.jpg,0.960267,23.892601,ok
EES0423320__X48__Y30__P010.jpg,0.960502,23.687129,ok
EES0423320__X48__Y33__P011.jpg,0.958334,24.833449,ok
EES0423320__X48__Y36__P012.jpg,0.959001,23.921915,ok
EES0423320__X48__Y39__P013.jpg,0.958950,23.713636,ok
EES0423320__X48__Y3C__P014.jpg,0.955781,23.311973,ok
EES0423320__X48__Y3F__P015.jpg,0.957409,23.731699,ok
EES0423320__X48__Y42__P016.jpg,0.957869,24.498490,ok
EES0423320__X48__Y45__P017.jpg,0.958074,27.498332,ok
EES0423320__X03__Y33__P018.jpg,0.939638,23.324179,ok
EES0423320__X06__Y33__P019.jpg,0.938162,26.763196,ok
EES0423320__X09__Y36__P020.jpg,0.938555,27.400682,ok
EES0423320__X0C__Y36__P021.jpg,0.875259,22.856926,ok
EES0423320__X39__Y45__P022.jpg,0.939566,25.850213,ok
EES0423320__X45__Y30__P023.jpg,0.927970,24.663402,ok
EES0423320__X48__Y06__P024.jpg,0.954053,23.718896,ok
EES0423320__X48__Y09__P025.jpg,0.951803,24.469291,ok
EES0423321__X48__Y0C__P001.jpg,0.955939,23.438326,ok
EES0423321__X48__Y0F__P002.jpg,0.954611,23.616624,ok
EES0423321__X48__Y12__P003.jpg,0.955793,24.594679,ok
EES0423321__X48__Y15__P004.jpg,0.955717,24.919954,ok
EES0423321__X48__Y1B__P005.jpg,0.953765,23.874661,ok
EES0423321__X48__Y1E__P006.jpg,0.953094,26.363721,ok
EES0423321__X48__Y21__P007.jpg,0.953668,25.059562,ok
EES0423321__X48__Y24__P008.jpg,0.945879,24.123524,ok
EES0423321__X48__Y2A__P009.jpg,0.878926,23.888430,ok
EES0423321__X48__Y2D__P010.jpg,0.940634,27.335805,ok
EES0423321__X48__Y30__P011.jpg,0.893402,24.767212,ok
EES0423321__X48__Y33__P012.jpg,0.917084,26.244198,ok
EES0423321__X48__Y36__P013.jpg,0.955199,24.057136,ok
EES0423321__X48__Y39__P014.jpg,0.953759,24.123285,ok
EES0423321__X1E__Y03__P015.jpg,0.957491,23.278240,ok
EES0423321__X21__Y03__P016.jpg,0.956694,26.217402,ok
EES0423321__X21__Y06__P017.jpg,0.846729,20.583826,ok
EES0423321__X24__Y03__P018.jpg,0.951476,27.241120,ok
EES0423321__X27__Y03__P019.jpg,0.956076,25.644004,ok
EES0423321__X2A__Y03__P020.jpg,0.955141,23.851730,ok
EES0423321__X42__Y21__P021.jpg,0.911652,24.581709,ok
EES0423321__X18__Y06__P022.jpg,0.796961,20.427900,ok
EES0423321__X1E__Y42__P023.jpg,0.901922,24.173818,ok
EES0423321__X21__Y06__P024.jpg,0.725988,19.360990,ok
EES0423321__X21__Y42__P025.jpg,0.843063,21.917075,ok
EES0423322__X24__Y42__P001.jpg,0.947822,27.690275,ok
EES0423322__X39__Y15__P002.jpg,0.873161,22.485722,ok
EES0423322__X39__Y33__P003.jpg,0.847771,21.557889,ok
EES0423322__X1B__Y42__P004.jpg,0.760744,18.508475,ok
EES0423322__X2A__Y30__P005.jpg,0.760543,20.201244,ok
EES0423322__X2A__Y33__P006.jpg,0.862584,22.022067,ok
EES0423322__X2A__Y39__P007.jpg,0.849774,21.594157,ok
EES0423322__X2A__Y45__P008.jpg,0.897012,21.781240,ok
EES0423322__X2D__Y30__P009.jpg,0.754967,19.323814,ok
EES0423322__X2D__Y33__P010.jpg,0.702966,19.127141,ok
EES0423322__X2D__Y39__P011.jpg,0.845482,21.320516,ok
EES0423322__X30__Y2A__P012.jpg,0.800842,19.666426,ok
EES0423322__X36__Y30__P013.jpg,0.794274,19.811295,ok
EES0423322__X36__Y39__P014.jpg,0.901878,23.180459,ok
EES0423322__X39__Y33__P015.jpg,0.851998,22.217656,ok
EES0423322__X48__Y06__P016.jpg,0.956467,27.157139,ok
EES0423322__X48__Y09__P017.jpg,0.958988,25.995197,ok
EES0423322__X48__Y0C__P018.jpg,0.954357,25.739788,ok
EES0423322__X48__Y0F__P019.jpg,0.954095,23.142607,ok
EES0423322__X48__Y12__P020.jpg,0.957229,23.740174,ok
EES0423322__X48__Y15__P021.jpg,0.956244,27.836551,ok
EES0423322__X48__Y18__P022.jpg,0.955356,26.279159,ok
EES0423322__X48__Y1B__P023.jpg,0.956121,23.631301,ok
EES0423322__X48__Y1E__P024.jpg,0.956915,23.790191,ok
EES0423322__X48__Y21__P025.jpg,0.958846,24.158030,ok
EES0423323__X12__Y0F__P001.jpg,0.903240,24.288865,ok
EES0423323__X12__Y27__P002.jpg,0.802942,19.578285,ok
EES0423323__X12__Y2A__P003.jpg,0.683614,17.926755,ok
EES0423323__X15__Y0C__P004.jpg,0.921411,25.249522,ok
EES0423323__X18__Y0F__P005.jpg,0.822730,20.327346,ok
EES0423323__X33__Y1E__P006.jpg,0.663669,19.374391,ok
EES0423323__X03__Y18__P007.jpg,0.922899,25.876819,ok
EES0423323__X03__Y1B__P008.jpg,0.932269,25.643752,ok
EES0423323__X24__Y45__P009.jpg,0.789205,20.129304,ok
EES0423323__X27__Y06__P010.jpg,0.918274,23.864182,ok
EES0423323__X27__Y45__P011.jpg,0.872197,21.586593,ok
EES0423323__X2A__Y06__P012.jpg,0.886775,22.968654,ok
EES0423323__X2A__Y45__P013.jpg,0.871496,22.066588,ok
EES0423323__X2D__Y45__P014.jpg,0.939008,26.551022,ok
EES0423323__X30__Y48__P015.jpg,0.938535,26.550300,ok
EES0423323__X33__Y42__P016.jpg,0.943495,25.141428,ok
EES0423323__X36__Y09__P017.jpg,0.947237,26.725842,ok
EES0423323__X3F__Y1B__P018.jpg,0.889967,22.615775,ok
EES0423323__X42__Y2A__P019.jpg,0.927257,24.775026,ok
EES0423323__X42__Y2D__P020.jpg,0.887901,22.650236,ok
EES0423323__X45__Y18__P021.jpg,0.935542,25.459066,ok
EES0423323__X45__Y1B__P022.jpg,0.942588,26.544217,ok
EES0423323__X45__Y21__P023.jpg,0.950425,29.069662,ok
EES0423323__X45__Y2D__P024.jpg,0.936180,25.982860,ok
EES0423323__X06__Y0C__P025.jpg,0.951451,27.456886,ok
EES0423324__X06__Y18__P001.jpg,0.825167,21.374226,ok
EES0423324__X06__Y1B__P002.jpg,0.948456,25.161100,ok
EES0423324__X06__Y1E__P003.jpg,0.883881,22.780648,ok
EES0423324__X06__Y21__P004.jpg,0.808867,21.595388,ok
EES0423324__X06__Y24__P005.jpg,0.919949,25.420688,ok
EES0423324__X06__Y27__P006.jpg,0.756498,19.788804,ok
EES0423324__X06__Y2A__P007.jpg,0.905196,22.982333,ok
EES0423324__X06__Y2D__P008.jpg,0.765228,20.116649,ok
EES0423324__X06__Y30__P009.jpg,0.858776,20.971728,ok
EES0423324__X06__Y33__P010.jpg,0.711009,19.415999,ok
EES0423324__X06__Y36__P011.jpg,0.930695,26.247606,ok
EES0423324__X09__Y15__P012.jpg,0.851995,22.801336,ok
EES0423324__X09__Y18__P013.jpg,0.859992,22.051799,ok
EES0423324__X09__Y1B__P014.jpg,0.905466,23.142087,ok
EES0423324__X09__Y30__P015.jpg,0.857865,22.017601,ok
EES0423324__X09__Y33__P016.jpg,0.905927,24.611813,ok
EES0423324__X09__Y36__P017.jpg,0.943707,26.845140,ok
EES0423324__X09__Y39__P018.jpg,0.915172,24.058774,ok
EES0423324__X0C__Y0F__P019.jpg,0.956308,26.328599,ok
EES0423324__X0C__Y12__P020.jpg,0.906875,24.420396,ok
EES0423324__X0C__Y39__P021.jpg,0.944906,28.722520,ok
EES0423324__X0F__Y0F__P022.jpg,0.909994,24.365590,ok
EES0423324__X12__Y42__P023.jpg,0.915614,24.234175,ok
EES0423324__X15__Y09__P024.jpg,0.910097,24.995074,ok
EES0423324__X15__Y0C__P025.jpg,0.879119,22.690743,ok
EES0423325__X15__Y42__P001.jpg,0.867678,21.881137,ok
EES0423325__X18__Y09__P002.jpg,0.817407,22.413197,ok
EES0423325__X1B__Y45__P003.jpg,0.911234,25.041870,ok
EES0423325__X1E__Y45__P004.jpg,0.850061,22.312360,ok
EES0423325__X21__Y06__P005.jpg,0.843099,20.759435,ok
EES0423325__X21__Y45__P006.jpg,0.886832,23.272976,ok
EES0423325__X24__Y06__P007.jpg,0.859255,22.459063,ok
EES0423325__X24__Y45__P008.jpg,0.745146,19.836370,ok
EES0423325__X27__Y06__P009.jpg,0.954374,25.680139,ok
EES0423325__X42__Y2D__P010.jpg,0.899988,24.690784,ok
EES0423325__X45__Y2D__P011.jpg,0.895278,20.573493,ok
EES0423325__X48__Y06__P012.jpg,0.957191,25.547135,ok
EES0423325__X48__Y09__P013.jpg,0.956548,26.311801,ok
EES0423325__X48__Y0C__P014.jpg,0.958754,23.583426,ok
EES0423325__X48__Y0F__P015.jpg,0.957822,27.024025,ok
EES0423325__X48__Y12__P016.jpg,0.954271,26.630926,ok
EES0423325__X48__Y15__P017.jpg,0.957707,26.411269,ok
EES0423325__X48__Y18__P018.jpg,0.957022,28.955510,ok
EES0423325__X48__Y1B__P019.jpg,0.957918,24.111288,ok
EES0423325__X48__Y1E__P020.jpg,0.956386,24.213728,ok
EES0423325__X48__Y2A__P021.jpg,0.942545,26.564472,ok
EES0423325__X48__Y30__P022.jpg,0.949554,25.736756,ok
EES0423325__X48__Y33__P023.jpg,0.954388,23.828484,ok
EES0423325__X48__Y36__P024.jpg,0.953675,23.742188,ok
EES0423325__X48__Y39__P025.jpg,0.955045,23.962516,ok
EES0423326__X48__Y3C__P001.jpg,0.954852,26.447679,ok
EES0423326__X48__Y3F__P002.jpg,0.952675,25.590076,ok
EES0423326__X48__Y42__P003.jpg,0.950467,23.620434,ok
EES0423326__X48__Y45__P004.jpg,0.952459,25.279112,ok
EES0423326__X48__Y48__P005.jpg,0.954914,27.826490,ok
EES0423326__X03__Y27__P006.jpg,0.674670,19.306718,ok
EES0423326__X03__Y2D__P007.jpg,0.835216,21.641132,ok
EES0423326__X03__Y30__P008.jpg,0.869198,20.921086,ok
