filename,ssim,psnr,status
EES0423324__X09__Y36__P017.jpg,0.866257,22.377670,ok
EES0423324__X09__Y39__P018.jpg,0.881454,23.018034,ok
EES0423324__X0C__Y0F__P019.jpg,0.829831,23.017955,ok
EES0423324__X0C__Y12__P020.jpg,0.822237,20.722350,ok
EES0423324__X0C__Y39__P021.jpg,0.860916,21.743347,ok
EES0423324__X0F__Y0F__P022.jpg,0.890271,23.629403,ok
EES0423324__X12__Y42__P023.jpg,0.873644,21.143211,ok
EES0423324__X15__Y09__P024.jpg,0.848580,22.924369,ok
EES0423324__X15__Y0C__P025.jpg,0.873893,21.432054,ok
EES0423325__X15__Y42__P001.jpg,0.904232,24.619707,ok
EES0423325__X18__Y09__P002.jpg,0.846482,21.118539,ok
EES0423325__X1B__Y45__P003.jpg,0.902724,21.701766,ok
EES0423325__X1E__Y45__P004.jpg,0.907648,23.156926,ok
EES0423325__X21__Y06__P005.jpg,0.909522,23.824592,ok
EES0423325__X21__Y45__P006.jpg,0.762364,20.776081,ok
EES0423325__X24__Y06__P007.jpg,0.905259,24.273415,ok
EES0423325__X24__Y45__P008.jpg,0.836152,22.322746,ok
EES0423325__X27__Y06__P009.jpg,0.877836,21.398518,ok
EES0423325__X42__Y2D__P010.jpg,0.906811,22.934294,ok
EES0423325__X45__Y2D__P011.jpg,0.909423,24.986801,ok
EES0423325__X48__Y06__P012.jpg,0.904921,23.643161,ok
EES0423325__X48__Y09__P013.jpg,0.905289,22.967404,ok
EES0423325__X48__Y0C__P014.jpg,0.822931,20.748529,ok
EES0423325__X48__Y0F__P015.jpg,0.905380,23.476986,ok
EES0423325__X48__Y12__P016.jpg,0.802694,20.372335,ok
EES0423325__X48__Y15__P017.jpg,0.848885,23.104071,ok
EES0423325__X48__Y18__P018.jpg,0.906173,23.781844,ok
EES0423325__X48__Y1B__P019.jpg,0.836244,22.794063,ok
EES0423325__X48__Y1E__P020.jpg,0.901505,21.857705,ok
EES0423325__X48__Y2A__P021.jpg,0.905457,24.360161,ok
EES0423325__X48__Y30__P022.jpg,0.878277,23.032683,ok
EES0423325__X48__Y33__P023.jpg,0.907407,23.666507,ok
EES0423325__X48__Y36__P024.jpg,0.873740,21.626361,ok
EES0423325__X48__Y39__P025.jpg,0.904722,24.097124,ok
EES0423326__X48__Y3C__P001.jpg,0.833903,21.681687,ok
EES0423326__X48__Y3F__P002.jpg,0.919357,25.214980,ok
EES0423326__X48__Y42__P003.jpg,0.911299,24.505403,ok
EES0423326__X48__Y45__P004.jpg,0.892165,21.730707,ok
EES0423326__X48__Y48__P005.jpg,0.804155,20.575648,ok
EES0423326__X03__Y27__P006.jpg,0.915066,24.501273,ok
EES0423326__X03__Y2D__P007.jpg,0.762714,20.002774,ok
EES0423326__X03__Y30__P008.jpg,0.708881,19.486776,ok
EES0423326__X03__Y39__P009.jpg,0.908798,21.417742,ok
EES0423326__X03__Y3C__P010.jpg,0.858550,21.424067,ok
EES0423326__X06__Y33__P011.jpg,0.912313,21.963904,ok
EES0423326__X06__Y36__P012.jpg,0.914672,24.688692,ok
EES0423326__X0C__Y0C__P013.jpg,0.878832,21.065012,ok
EES0423326__X0F__Y3F__P014.jpg,0.838054,21.460613,ok
EES0423326__X15__Y42__P015.jpg,0.910733,23.955207,ok
EES0423326__X1B__Y42__P016.jpg,0.835599,21.219221,ok
EES0423326__X27__Y45__P017.jpg,0.794805,20.076311,ok
EES0423326__X2A__Y03__P018.jpg,0.846884,20.964832,ok
EES0423326__X2A__Y45__P019.jpg,0.879620,22.026684,ok
EES0423326__X30__Y03__P020.jpg,0.870753,20.802293,ok
EES0423326__X33__Y06__P021.jpg,0.912785,24.500364,ok
EES0423326__X36__Y06__P022.jpg,0.867892,21.319072,ok
